model,label,group,bin,n,mean_predicted,observed_rate,weighted_n
extended_logistic,diagnosed,Non-Hispanic White,1,427,0.006754397209767625,0.008991071247587822,31118501.26489815
extended_logistic,diagnosed,Non-Hispanic White,2,345,0.022745737724493807,0.02053234756546939,31165807.273479536
extended_logistic,diagnosed,Non-Hispanic White,3,336,0.06347454344392481,0.050773641597967406,31149771.15693527
extended_logistic,diagnosed,Non-Hispanic White,4,389,0.14371057694521414,0.13118773080869203,31054774.345575865
extended_logistic,diagnosed,Non-Hispanic White,5,525,0.36573536144671587,0.3421150541491337,31110772.4659701
extended_logistic,diagnosed,Non-Hispanic Black,1,243,0.00575980866802215,0.013323923891917075,5609367.031759558
extended_logistic,diagnosed,Non-Hispanic Black,2,203,0.016386109864334333,0.0,5562975.740909279
extended_logistic,diagnosed,Non-Hispanic Black,3,238,0.049200573843828865,0.02570590291094882,5629136.858122848
extended_logistic,diagnosed,Non-Hispanic Black,4,280,0.1261058215963151,0.1301614709351616,5571054.455148514
extended_logistic,diagnosed,Non-Hispanic Black,5,348,0.3436865826879391,0.3571775077382653,5620343.469356427
extended_logistic,diagnosed,Mexican American,1,158,0.0056962225361703546,0.012043118964180111,4990924.397970785
extended_logistic,diagnosed,Mexican American,2,151,0.013152331009246633,0.02456571890273434,5030396.1140446365
extended_logistic,diagnosed,Mexican American,3,150,0.03271727681244714,0.030867019525912896,5021653.910372725
extended_logistic,diagnosed,Mexican American,4,163,0.08005433569456902,0.12658073427913316,4972166.97314667
extended_logistic,diagnosed,Mexican American,5,234,0.2555909968571005,0.2968587344402535,5016559.220416955
extended_logistic,diagnosed,Other Hispanic,1,92,0.005302331724783802,0.0,3611971.3446162813
extended_logistic,diagnosed,Other Hispanic,2,88,0.013301178051659248,0.0050569642154794595,3642539.1046553757
extended_logistic,diagnosed,Other Hispanic,3,84,0.030299791840578523,0.032510485082895,3641915.4026704985
extended_logistic,diagnosed,Other Hispanic,4,116,0.07846158103635403,0.09338465746777598,3615267.7842502627
extended_logistic,diagnosed,Other Hispanic,5,166,0.2446199116273455,0.2573434610523032,3611432.0338502945
extended_logistic,diagnosed,Non-Hispanic Asian,1,154,0.004880508987470323,0.0,2806465.5625337753
